url,publication,bias,factual,country
https://mediabiasfactcheck.com/natural-resource-governance-institute/,Natural Resource Governance Institute,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/nbc-news/,NBC News,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/nbcnewyork-com/,NBCNewYork.com,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/new-york-times/,New York Times,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/newsday/,Newsday,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/newsy/,Newsy,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/opendemocracy/,openDemocracy,LEFT-CENTER BIAS,HIGH,United Kingdom
https://mediabiasfactcheck.com/our-world-in-data/,Our World In Data,LEFT-CENTER BIAS,HIGH,United Kingdom
https://mediabiasfactcheck.com/pacific-standard-magazine/,Pacific Standard Magazine,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/palm-beach-daily-news/,Palm Beach Daily News,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/philadelphia-inquirer/,Philadelphia Inquirer,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/phoenix-new-times/,Phoenix New Times,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/polygon/,Polygon,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/propublica/,Propublica,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/public-citizen/,Public Citizen,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/raleigh-news-observer/,Raleigh News and Observer,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/reveal-center-for-investigative-reporting/,Reveal – Center for Investigative Reporting,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/roosevelt-institute/,Roosevelt Institute,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/sacramento-bee/,Sacramento Bee,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/san-antonio-express-news/,San Antonio Express-News,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/san-francisco-chronicle/,San Francisco Chronicle,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/san-jose-mercury-news/,San Jose Mercury News,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/sapiens/,Sapiens,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/sciencing/,Sciencing,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/seattle-times/,Seattle Times,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/star-ledger/,Star-Ledger,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/tampa-bay-times/,Tampa Bay Times,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/tarbell/,Tarbell,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-asbury-park-press/,The Asbury Park Press,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-bipartisan-press/,The Bipartisan Press,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-brownsville-herald/,The Brownsville Herald,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-center-for-economic-and-policy-research/,The Center for Economic and Policy Research,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-century-foundation/,The Century Foundation,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-express-times-lehigh-valley/,The Express-Times (Lehigh Valley),LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/frontier-media-bias-credibility-rating/,The Frontier,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-guardian/,The Guardian,LEFT-CENTER BIAS,HIGH,United Kingdom
https://mediabiasfactcheck.com/the-hill-talk/,The Hill Talk,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-independent/,The Independent,LEFT-CENTER BIAS,HIGH,United Kingdom
https://mediabiasfactcheck.com/the-palm-beach-post/,The Palm Beach Post,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-plain-dealer/,The Plain Dealer,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-state-press-arizona/,The State Press (Arizona),LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-sydney-morning-herald/,The Sydney Morning Herald,LEFT-CENTER BIAS,HIGH,Australia
https://mediabiasfactcheck.com/the-tyee/,The Tyee,LEFT-CENTER BIAS,HIGH,Canada
https://mediabiasfactcheck.com/the-verge/,The Verge,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-week-uk/,The Week UK,LEFT-CENTER BIAS,HIGH,United Kingdom
https://mediabiasfactcheck.com/the-wire-india/,The Wire – India,LEFT-CENTER BIAS,HIGH,India
https://mediabiasfactcheck.com/thrillist-bias-credibility/,Thrillist,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/time/,Time Magazine,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/times-of-israel/,Times of Israel,LEFT-CENTER BIAS,HIGH,Israel
https://mediabiasfactcheck.com/toronto-star/,Toronto Star,LEFT-CENTER BIAS,HIGH,Canada
https://mediabiasfactcheck.com/us-news-world-report/,US News World Report,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/utica-observer-dispatch/,Utica Observer-Dispatch,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/variety-magazine/,Variety Magazine,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/vice-news/,Vice Media,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/victoria-advocate/,Victoria Advocate,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/virginia-mercury/,Virginia Mercury,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/vulture/,Vulture,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/walesonline/,WalesOnline,LEFT-CENTER BIAS,HIGH,United Kingdom
https://mediabiasfactcheck.com/washington-blade/,Washington Blade,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/washington-post/,Washington Post,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/wired-magazine/,Wired Magazine,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/wsvn-com/,WSVN.com,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/yahoo-news/,Yahoo News,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/yaleglobal-online-bias-credibility-rating/,YaleGlobal Online,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/youth-radio/,Youth Radio,LEFT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/macleans-magazine/,Maclean’s Magazine,LEFT-CENTER BIAS,HIGH,Canada
https://mediabiasfactcheck.com/altnewsmedia-net/,AltNewsMedia.net,RIGHT BIAS,HIGH,Italy
https://mediabiasfactcheck.com/america-rising-pac/,America Rising PAC,RIGHT BIAS,HIGH,USA
https://mediabiasfactcheck.com/blue-lives-matter/,Blue Lives Matter,RIGHT BIAS,HIGH,USA
https://mediabiasfactcheck.com/illinois-policy-institute/,Illinois Policy Institute,RIGHT BIAS,HIGH,USA
https://mediabiasfactcheck.com/influence-watch/,Influence Watch,RIGHT BIAS,HIGH,USA
https://mediabiasfactcheck.com/ontario-proud/,Ontario Proud,RIGHT BIAS,HIGH,Canada
https://mediabiasfactcheck.com/al-com-alabama-news/,AL.com (Alabama News),RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/american-affairs-journal/,American Affairs Journal,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/american-council-on-science-and-health/,American Council on Science and Health,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/american-institute-for-economic-research/,American Institute for Economic Research,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/angus-reid-institute/,Angus Reid Institute,RIGHT-CENTER BIAS,HIGH,Canada
https://mediabiasfactcheck.com/argus-leader/,Argus Leader,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/barrons/,Barron’s,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/boston-herald/,Boston Herald,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/buenos-aires-times/,Buenos Aires Times,RIGHT-CENTER BIAS,HIGH,Argentina
https://mediabiasfactcheck.com/california-globe/,California Globe,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/cato-institute/,Cato Institute,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/ccn-markets-bias-rating/,CCN Markets,RIGHT-CENTER BIAS,HIGH,Norway
https://mediabiasfactcheck.com/check-your-fact/,Check Your Fact,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/christianity-today/,Christianity Today,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/daily-herald/,Daily Herald,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/daily-press/,Daily Press,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/dallas-morning-news/,Dallas Morning News,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/deccan-chronicle/,Deccan Chronicle,RIGHT-CENTER BIAS,HIGH,India
https://mediabiasfactcheck.com/deseret-news/,Deseret News,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/detroit-news/,Detroit News,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/ethics-public-policy-center-eppc/,Ethics and Public Policy Center (EPPC),RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/faith-family-america/,Faith Family America,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/fdds-long-war-journal/,Long War Journal,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/firearms-news/,Firearms News,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/fortune-magazine/,Fortune Magazine,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/freedom-alliance-bias-rating/,Freedom Alliance,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/grand-rapids-press/,Grand Rapids Press,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/greeley-tribune/,Greeley Tribune,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/guns-com/,Guns.com,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/hoover-institution/,Hoover Institution,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/inforum-the-forum-fargo-moorhead-bias-rating/,Inforum (The Forum of Fargo-Moorhead),RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/insidesources/,InsideSources,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/jewish-journal/,Jewish Journal,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/jewish-news-syndicate-jns/,Jewish News Syndicate (JNS),RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/just-facts-daily/,Just Facts Daily,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/kutv-salt-lake-city/,KUTV Salt Lake City,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/laredo-morning-times-bias-credibility-rating/,Laredo Morning Times,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/las-vegas-review-journal/,Las Vegas Review-Journal,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/leicester-mercury/,Leicester Mercury,RIGHT-CENTER BIAS,HIGH,United Kingdom
https://mediabiasfactcheck.com/libertarianism-org/,Libertarianism.org,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/london-evening-standard/,London Evening Standard,RIGHT-CENTER BIAS,HIGH,United Kingdom
https://mediabiasfactcheck.com/los-angeles-daily-news/,Los Angeles Daily News,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/lubbock-avalanche-journal/,Lubbock Avalanche Journal,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/mercatus-center/,Mercatus Center,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/national-affairs-magazine/,National Affairs Magazine,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/national-post/,National Post,RIGHT-CENTER BIAS,HIGH,Canada
https://mediabiasfactcheck.com/netherlands-radio-and-television-association-nos/,Netherlands Radio and Television Association (NOS),RIGHT-CENTER BIAS,HIGH,Netherlands
https://mediabiasfactcheck.com/news-gazette/,News-Gazette,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/ntd-tv-new-tang-dynasty/,NTD TV (New Tang Dynasty),RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/oregonian/,Oregonian,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/ottawa-citizen/,Ottawa Citizen,RIGHT-CENTER BIAS,HIGH,Canada
https://mediabiasfactcheck.com/ottawa-sun/,Ottawa Sun,RIGHT-CENTER BIAS,HIGH,Canada
https://mediabiasfactcheck.com/rasmussen-reports/,Rasmussen Reports,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/reason/,Reason,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/regina-leader-post/,Regina Leader-Post,RIGHT-CENTER BIAS,HIGH,Canada
https://mediabiasfactcheck.com/saskatoon-starphoenix/,Saskatoon StarPhoenix,RIGHT-CENTER BIAS,HIGH,Canada
https://mediabiasfactcheck.com/savannah-morning-news/,Savannah Morning News,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/tax-foundation/,Tax Foundation,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-australian/,The Australian,RIGHT-CENTER BIAS,HIGH,Australia
https://mediabiasfactcheck.com/brunswick-news-bias-credibility-rating/,The Brunswick News,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-bulwark/,The Bulwark,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-citizen-south-africa/,The Citizen (South Africa),RIGHT-CENTER BIAS,HIGH,None
https://mediabiasfactcheck.com/the-courier-mail/,The Courier-Mail (Australia),RIGHT-CENTER BIAS,HIGH,Australia
https://mediabiasfactcheck.com/the-gazette-cedar-rapids/,The Gazette (Cedar Rapids),RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-ledger/,The Ledger,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-spectator-usa/,The Spectator (USA),RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-sumter-item/,The Sumter Item,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/the-times-of-london/,The Times UK and The Sunday Times,RIGHT-CENTER BIAS,HIGH,United Kingdom
https://mediabiasfactcheck.com/williamsport-sun-gazette/,Williamsport Sun-Gazette,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/wpec-cbs12-com/,WPEC – CBS12.com,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/yankee-institute-bias-rating/,Yankee Institute for Public Policy,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/zebra-fact-check/,Zebra Fact Check,RIGHT-CENTER BIAS,HIGH,USA
https://mediabiasfactcheck.com/africa-news/,Africa News,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/agerpres/,Agerpres,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/airwars/,Airwars,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/al-arabiya/,Al Arabiya,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/al-bawaba/,Al Bawaba,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/al-majalla/,Al Majalla,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/alabama-political-reporter/,Alabama Political Reporter,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/alabama-today/,Alabama Today,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/albany-democrat-herald/,Albany Democrat Herald,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/alliance-securing-democracy/,Alliance for Securing Democracy,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/aptn-news/,APTN News,LEAST BIASED,HIGH,Canada
https://mediabiasfactcheck.com/arizona-capitol-times/,Arizona Capitol Times,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/the-bangkok-post/,The Bangkok Post,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-baxter-bulletin/,The Baxter Bulletin,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/bbarta24/,Bbarta24,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/the-belfer-center-for-science-and-international-affairs/,The Belfer Center for Science and International Affairs,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/bellingcat/,Bellingcat,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/bno-news/,BNO News,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/bridge-magazine/,Bridge Magazine,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/business-2-community/,Business 2 Community,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/canadian-public-affairs-channel-cpac/,Canadian Public Affairs Channel (CPAC),LEAST BIASED,HIGH,Canada 
https://mediabiasfactcheck.com/castanet/,Castanet,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/center-for-a-new-american-security/,Center for a New American Security,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/center-democracy-technology/,Center for Democracy and Technology,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/consumerist/,Consumerist,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/cook-political-report/,Cook Political Report,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/cp24/,CP24,LEAST BIASED,HIGH,Canada
https://mediabiasfactcheck.com/crimeola/,Crimeola,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/daily-business-review/,Daily Business Review,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/daily-record/,Daily Record,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/defense-one/,Defense One,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/digital-journal/,Digital Journal,LEAST BIASED,HIGH,Canada
https://mediabiasfactcheck.com/doctors-without-borders/,Doctors Without Borders,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/dpa-german-press-agency/,DPA German Press Agency,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/eagle-tribune/,Eagle Tribune,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/earth-institute/,Earth Institute,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/ej-insight-eji/,EJ Insight (EJI),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/elko-daily-free-press/,Elko Daily Free Press,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/erie-times-news/,Erie Times-News,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/err-news-estonia-public-broadcasting/,ERR News (Estonia Public Broadcasting),LEAST BIASED,HIGH,Estonia
https://mediabiasfactcheck.com/eurasia-group/,Eurasia Group,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/eurasia-review/,Eurasia Review,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/factwire-news-agency/,Factwire News Agency,LEAST BIASED,HIGH,Hong Kong 
https://mediabiasfactcheck.com/fair-observer/,Fair Observer,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/federal-news-radio/,Federal News Radio,LEAST BIASED,HIGH,USA 
https://mediabiasfactcheck.com/federal-times/,Federal Times,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/financial-express/,Financial Express,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/first-draft-news/,First Draft News,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/free-wheel-media/,Free Wheel Media,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/gbtimes/,GBTimes,LEAST BIASED,HIGH,China 
https://mediabiasfactcheck.com/global-integrity/,Global Integrity,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/goodnewsnetwork/,GoodNewsNetwork,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/us-government-accountability-office-gao/,US Government Accountability Office (GAO),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/government-executive/,Government Executive,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/green-bay-press-gazette/,Green Bay Press-Gazette,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/greenville-news/,Greenville News,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/harvard-gazette/,Harvard Gazette,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/harvard-political-review/,Harvard Political Review,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/hastings-tribune/,Hastings Tribune,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/healthcare-finance-news/,Healthcare Finance News,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/herald-review-illinois/,Herald & Review (Illinois),LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/homeland-security-news-wire/,Homeland Security News Wire,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/independent-record-montana/,Independent Record (Montana),LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/independent-voter-network-ivn/,Independent Voter Network (IVN),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/india-today/,India Today,LEAST BIASED,HIGH,India
https://mediabiasfactcheck.com/institute-for-womens-policy-research-iwpr/,Institute for Women’s Policy Research (IWPR),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/international-energy-agency-iea/,International Energy Agency (IEA),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/international-rescue-committee-irc/,International Rescue Committee (IRC),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/jackson-sun/,Jackson Sun,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/ihs-janes-360/,IHS Janes 360,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/just-security/,Just Security,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/know-your-meme/,Know Your Meme,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/knoxville-news-sentinel/,Knoxville News Sentinel,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/lima-charlie-news/,Lima Charlie News,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/lincoln-journal-star/,Lincoln Journal Star,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/listverse/,ListVerse,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/lompoc-record/,Lompoc Record,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/longview-news-journal/,Longview News-Journal,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/makeuseof/,MakeUseOf,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/mediashift/,MediaShift,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/mercopress/,MercoPress,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/merion-west/,Merion West,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/metabunk/,Metabunk,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/military-com/,Military.com,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/missoulian/,Missoulian,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/mlive-michigan-booth-newspapers/,MLive (Michigan – Booth Newspapers),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/montana-standard/,Montana Standard,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/napa-valley-register/,Napa Valley Register,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/national-bureau-of-economic-research-nber/,National Bureau of Economic Research (NBER),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/national-institute-money-state-politics/,National Institute on Money in State Politics,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/national-journal/,National Journal,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/new-america/,New America,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/new-bern-sun-journal/,New Bern Sun Journal,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/news-lookup/,News Lookup,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/news24-south-africa/,News24 (South Africa),LEAST BIASED,HIGH,South Africa
https://mediabiasfactcheck.com/newsela/,Newsela,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/nextgov/,NextGov,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/nhk-world/,NHK World,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/niskanen-center/,Niskanen Center,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/nk-news/,NK News,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/no-labels/,No Labels,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/noozhawk/,Noozhawk,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/northwest-indiana-times/,Northwest Indiana Times,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/novinite/,Novinite,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/open-the-government/,Open the Government,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/parallax-news-pxw/,Parallax News (PXW),LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/pensacola-news-journal/,Pensacola News Journal,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/peterson-foundation/,Peterson Foundation,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/peterson-institute-for-international-economics/,Peterson Institute for International Economics,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/pocono-record/,Pocono Record,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/political-storm/,Political Storm,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/pr-newswire/,PR Newswire,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/project-syndicate/,Project Syndicate,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/radio-free-europe-radio-liberty/,Radio Free Europe / Radio Liberty,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/rapid-city-journal/,Rapid City Journal,LEAST BIASED,HIGH,USA
https://mediabiasfactcheck.com/relevant-magazine/,None,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/reporters-without-borders/,Reporters Without Borders,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/represent-us/,Represent.Us,LEAST BIASED,HIGH,None
https://mediabiasfactcheck.com/riverbender-com/,RiverBender.com,LEAST BIASED,HIGH,None
