source,url,publication,bias,factualness,country
sacbee.com,https://mediabiasfactcheck.com/sacramento-bee/,Sacramento Bee,left_center,high,USA
mysanantonio.com,https://mediabiasfactcheck.com/san-antonio-express-news/,San Antonio Express-News,left_center,high,USA
sfchronicle.com,https://mediabiasfactcheck.com/san-francisco-chronicle/,San Francisco Chronicle,left_center,high,USA
mercurynews.com,https://mediabiasfactcheck.com/san-jose-mercury-news/,San Jose Mercury News,left_center,high,USA
sapiens.org,https://mediabiasfactcheck.com/sapiens/,Sapiens,left_center,high,USA
sciencing.com,https://mediabiasfactcheck.com/sciencing/,Sciencing,left_center,high,USA
seattletimes.com,https://mediabiasfactcheck.com/seattle-times/,Seattle Times,left_center,high,USA
nj.com,https://mediabiasfactcheck.com/star-ledger/,Star-Ledger,left_center,high,USA
tampabay.com,https://mediabiasfactcheck.com/tampa-bay-times/,Tampa Bay Times,left_center,high,USA
tarbell.org,https://mediabiasfactcheck.com/tarbell/,Tarbell,left_center,high,USA
app.com,https://mediabiasfactcheck.com/the-asbury-park-press/,The Asbury Park Press,left_center,high,USA
thebipartisanpress.com,https://mediabiasfactcheck.com/the-bipartisan-press/,The Bipartisan Press,left_center,high,USA
brownsvilleherald.com,https://mediabiasfactcheck.com/the-brownsville-herald/,The Brownsville Herald,left_center,high,USA
cepr.net,https://mediabiasfactcheck.com/the-center-for-economic-and-policy-research/,The Center for Economic and Policy Research,left_center,high,USA
tcf.org,https://mediabiasfactcheck.com/the-century-foundation/,The Century Foundation,left_center,high,USA
lehighvalleylive.com,https://mediabiasfactcheck.com/the-express-times-lehigh-valley/,The Express-Times (Lehigh Valley),left_center,high,USA
readfrontier.org,https://mediabiasfactcheck.com/frontier-media-bias-credibility-rating/,The Frontier,left_center,high,USA
theguardian.com,https://mediabiasfactcheck.com/the-guardian/,The Guardian,left_center,high,United Kingdom
thehilltalk.com,https://mediabiasfactcheck.com/the-hill-talk/,The Hill Talk,left_center,high,USA
independent.co.uk,https://mediabiasfactcheck.com/the-independent/,The Independent,left_center,high,United Kingdom
palmbeachpost.com,https://mediabiasfactcheck.com/the-palm-beach-post/,The Palm Beach Post,left_center,high,USA
cleveland.com,https://mediabiasfactcheck.com/the-plain-dealer/,The Plain Dealer,left_center,high,USA
statepress.com,https://mediabiasfactcheck.com/the-state-press-arizona/,The State Press (Arizona),left_center,high,USA
smh.com.au,https://mediabiasfactcheck.com/the-sydney-morning-herald/,The Sydney Morning Herald,left_center,high,Australia
thetyee.ca,https://mediabiasfactcheck.com/the-tyee/,The Tyee,left_center,high,Canada
theverge.com,https://mediabiasfactcheck.com/the-verge/,The Verge,left_center,high,USA
theweek.co.uk,https://mediabiasfactcheck.com/the-week-uk/,The Week UK,left_center,high,United Kingdom
thewire.in,https://mediabiasfactcheck.com/the-wire-india/,The Wire – India,left_center,high,India
thrillist.com,https://mediabiasfactcheck.com/thrillist-bias-credibility/,Thrillist,left_center,high,USA
time.com,https://mediabiasfactcheck.com/time/,Time Magazine,left_center,high,USA
timesofisrael.com,https://mediabiasfactcheck.com/times-of-israel/,Times of Israel,left_center,high,Israel
thestar.com,https://mediabiasfactcheck.com/toronto-star/,Toronto Star,left_center,high,Canada
usnews.com,https://mediabiasfactcheck.com/us-news-world-report/,US News World Report,left_center,high,USA
uticaod.com,https://mediabiasfactcheck.com/utica-observer-dispatch/,Utica Observer-Dispatch,left_center,high,USA
variety.com,https://mediabiasfactcheck.com/variety-magazine/,Variety Magazine,left_center,high,USA
vice.com,https://mediabiasfactcheck.com/vice-news/,Vice Media,left_center,high,USA
victoriaadvocate.com,https://mediabiasfactcheck.com/victoria-advocate/,Victoria Advocate,left_center,high,USA
virginiamercury.com,https://mediabiasfactcheck.com/virginia-mercury/,Virginia Mercury,left_center,high,USA
vulture.com,https://mediabiasfactcheck.com/vulture/,Vulture,left_center,high,USA
walesonline.co.uk,https://mediabiasfactcheck.com/walesonline/,WalesOnline,left_center,high,United Kingdom
washingtonblade.com,https://mediabiasfactcheck.com/washington-blade/,Washington Blade,left_center,high,USA
washingtonpost.com,https://mediabiasfactcheck.com/washington-post/,Washington Post,left_center,high,USA
wired.com,https://mediabiasfactcheck.com/wired-magazine/,Wired Magazine,left_center,high,USA
wsvn.com,https://mediabiasfactcheck.com/wsvn-com/,WSVN.com,left_center,high,USA
news.yahoo.com,https://mediabiasfactcheck.com/yahoo-news/,Yahoo News,left_center,high,USA
yaleglobal.yale.edu,https://mediabiasfactcheck.com/yaleglobal-online-bias-credibility-rating/,YaleGlobal Online,left_center,high,USA
youthradio.org,https://mediabiasfactcheck.com/youth-radio/,Youth Radio,left_center,high,USA
macleans.ca,https://mediabiasfactcheck.com/macleans-magazine/,Maclean’s Magazine,left_center,high,Canada
altnewsmedia.net,https://mediabiasfactcheck.com/altnewsmedia-net/,AltNewsMedia.net,right,high,Italy
americarisingpac.org,https://mediabiasfactcheck.com/america-rising-pac/,America Rising PAC,right,high,USA
defensemaven.io,https://mediabiasfactcheck.com/blue-lives-matter/,Blue Lives Matter,right,high,USA
illinoispolicy.org,https://mediabiasfactcheck.com/illinois-policy-institute/,Illinois Policy Institute,right,high,USA
influencewatch.org,https://mediabiasfactcheck.com/influence-watch/,Influence Watch,right,high,USA
ontarioproud.ca,https://mediabiasfactcheck.com/ontario-proud/,Ontario Proud,right,high,Canada
al.com,https://mediabiasfactcheck.com/al-com-alabama-news/,AL.com (Alabama News),right_center,high,USA
americanaffairsjournal.org,https://mediabiasfactcheck.com/american-affairs-journal/,American Affairs Journal,right_center,high,USA
acsh.org,https://mediabiasfactcheck.com/american-council-on-science-and-health/,American Council on Science and Health,right_center,high,USA
aier.org,https://mediabiasfactcheck.com/american-institute-for-economic-research/,American Institute for Economic Research,right_center,high,USA
angusreid.org,https://mediabiasfactcheck.com/angus-reid-institute/,Angus Reid Institute,right_center,high,Canada
argusleader.com,https://mediabiasfactcheck.com/argus-leader/,Argus Leader,right_center,high,USA
barrons.com,https://mediabiasfactcheck.com/barrons/,Barron’s,right_center,high,USA
bostonherald.com,https://mediabiasfactcheck.com/boston-herald/,Boston Herald,right_center,high,USA
batimes.com.ar,https://mediabiasfactcheck.com/buenos-aires-times/,Buenos Aires Times,right_center,high,Argentina
californiaglobe.com,https://mediabiasfactcheck.com/california-globe/,California Globe,right_center,high,USA
cato.org,https://mediabiasfactcheck.com/cato-institute/,Cato Institute,right_center,high,USA
ccn.com,https://mediabiasfactcheck.com/ccn-markets-bias-rating/,CCN Markets,right_center,high,Norway
checkyourfact.com,https://mediabiasfactcheck.com/check-your-fact/,Check Your Fact,right_center,high,USA
christianitytoday.com,https://mediabiasfactcheck.com/christianity-today/,Christianity Today,right_center,high,USA
dailyherald.com,https://mediabiasfactcheck.com/daily-herald/,Daily Herald,right_center,high,USA
dailypress.com,https://mediabiasfactcheck.com/daily-press/,Daily Press,right_center,high,USA
dallasnews.com,https://mediabiasfactcheck.com/dallas-morning-news/,Dallas Morning News,right_center,high,USA
deccanchronicle.com,https://mediabiasfactcheck.com/deccan-chronicle/,Deccan Chronicle,right_center,high,India
deseret.com,https://mediabiasfactcheck.com/deseret-news/,Deseret News,right_center,high,USA
detroitnews.com,https://mediabiasfactcheck.com/detroit-news/,Detroit News,right_center,high,USA
eppc.org,https://mediabiasfactcheck.com/ethics-public-policy-center-eppc/,Ethics and Public Policy Center (EPPC),right_center,high,USA
faithfamilyamerica.com,https://mediabiasfactcheck.com/faith-family-america/,Faith Family America,right_center,high,USA
longwarjournal.org,https://mediabiasfactcheck.com/fdds-long-war-journal/,Long War Journal,right_center,high,USA
firearmsnews.com,https://mediabiasfactcheck.com/firearms-news/,Firearms News,right_center,high,USA
fortune.com,https://mediabiasfactcheck.com/fortune-magazine/,Fortune Magazine,right_center,high,USA
freedomalliance.org,https://mediabiasfactcheck.com/freedom-alliance-bias-rating/,Freedom Alliance,right_center,high,USA
mlive.com,https://mediabiasfactcheck.com/grand-rapids-press/,Grand Rapids Press,right_center,high,USA
greeleytribune.com,https://mediabiasfactcheck.com/greeley-tribune/,Greeley Tribune,right_center,high,USA
guns.com,https://mediabiasfactcheck.com/guns-com/,Guns.com,right_center,high,USA
hoover.org,https://mediabiasfactcheck.com/hoover-institution/,Hoover Institution,right_center,high,USA
inforum.com,https://mediabiasfactcheck.com/inforum-the-forum-fargo-moorhead-bias-rating/,Inforum (The Forum of Fargo-Moorhead),right_center,high,USA
insidesources.com,https://mediabiasfactcheck.com/insidesources/,InsideSources,right_center,high,USA
jewishjournal.com,https://mediabiasfactcheck.com/jewish-journal/,Jewish Journal,right_center,high,USA
jns.org,https://mediabiasfactcheck.com/jewish-news-syndicate-jns/,Jewish News Syndicate (JNS),right_center,high,USA
justfactsdaily.com,https://mediabiasfactcheck.com/just-facts-daily/,Just Facts Daily,right_center,high,USA
kutv.com,https://mediabiasfactcheck.com/kutv-salt-lake-city/,KUTV Salt Lake City,right_center,high,USA
lmtonline.com,https://mediabiasfactcheck.com/laredo-morning-times-bias-credibility-rating/,Laredo Morning Times,right_center,high,USA
reviewjournal.com,https://mediabiasfactcheck.com/las-vegas-review-journal/,Las Vegas Review-Journal,right_center,high,USA
leicestermercury.co.uk,https://mediabiasfactcheck.com/leicester-mercury/,Leicester Mercury,right_center,high,United Kingdom
libertarianism.org,https://mediabiasfactcheck.com/libertarianism-org/,Libertarianism.org,right_center,high,USA
standard.co.uk,https://mediabiasfactcheck.com/london-evening-standard/,London Evening Standard,right_center,high,United Kingdom
dailynews.com,https://mediabiasfactcheck.com/los-angeles-daily-news/,Los Angeles Daily News,right_center,high,USA
mercatus.org,https://mediabiasfactcheck.com/mercatus-center/,Mercatus Center,right_center,high,USA
nationalaffairs.com,https://mediabiasfactcheck.com/national-affairs-magazine/,National Affairs Magazine,right_center,high,USA
nationalpost.com,https://mediabiasfactcheck.com/national-post/,National Post,right_center,high,Canada
nos.nl,https://mediabiasfactcheck.com/netherlands-radio-and-television-association-nos/,Netherlands Radio and Television Association (NOS),right_center,high,Netherlands
news-gazette.com,https://mediabiasfactcheck.com/news-gazette/,News-Gazette,right_center,high,USA
ntd.com,https://mediabiasfactcheck.com/ntd-tv-new-tang-dynasty/,NTD TV (New Tang Dynasty),right_center,high,USA
oregonlive.com,https://mediabiasfactcheck.com/oregonian/,Oregonian,right_center,high,USA
ottawacitizen.com,https://mediabiasfactcheck.com/ottawa-citizen/,Ottawa Citizen,right_center,high,Canada
ottawasun.com,https://mediabiasfactcheck.com/ottawa-sun/,Ottawa Sun,right_center,high,Canada
rasmussenreports.com,https://mediabiasfactcheck.com/rasmussen-reports/,Rasmussen Reports,right_center,high,USA
reason.com,https://mediabiasfactcheck.com/reason/,Reason,right_center,high,USA
leaderpost.com,https://mediabiasfactcheck.com/regina-leader-post/,Regina Leader-Post,right_center,high,Canada
thestarphoenix.com,https://mediabiasfactcheck.com/saskatoon-starphoenix/,Saskatoon StarPhoenix,right_center,high,Canada
savannahnow.com,https://mediabiasfactcheck.com/savannah-morning-news/,Savannah Morning News,right_center,high,USA
taxfoundation.org,https://mediabiasfactcheck.com/tax-foundation/,Tax Foundation,right_center,high,USA
theaustralian.com.au,https://mediabiasfactcheck.com/the-australian/,The Australian,right_center,high,Australia
thebrunswicknews.com,https://mediabiasfactcheck.com/brunswick-news-bias-credibility-rating/,The Brunswick News,right_center,high,USA
thebulwark.com,https://mediabiasfactcheck.com/the-bulwark/,The Bulwark,right_center,high,USA
citizen.co.za,https://mediabiasfactcheck.com/the-citizen-south-africa/,The Citizen (South Africa),right_center,high,None
couriermail.com.au,https://mediabiasfactcheck.com/the-courier-mail/,The Courier-Mail (Australia),right_center,high,Australia
thegazette.com,https://mediabiasfactcheck.com/the-gazette-cedar-rapids/,The Gazette (Cedar Rapids),right_center,high,USA
theledger.com,https://mediabiasfactcheck.com/the-ledger/,The Ledger,right_center,high,USA
spectator.us,https://mediabiasfactcheck.com/the-spectator-usa/,The Spectator (USA),right_center,high,USA
theitem.com,https://mediabiasfactcheck.com/the-sumter-item/,The Sumter Item,right_center,high,USA
thetimes.co.uk,https://mediabiasfactcheck.com/the-times-of-london/,The Times UK and The Sunday Times,right_center,high,United Kingdom
sungazette.com,https://mediabiasfactcheck.com/williamsport-sun-gazette/,Williamsport Sun-Gazette,right_center,high,USA
cbs12.com,https://mediabiasfactcheck.com/wpec-cbs12-com/,WPEC – CBS12.com,right_center,high,USA
yankeeinstitute.org,https://mediabiasfactcheck.com/yankee-institute-bias-rating/,Yankee Institute for Public Policy,right_center,high,USA
zebrafactcheck.com,https://mediabiasfactcheck.com/zebra-fact-check/,Zebra Fact Check,right_center,high,USA
africanews.com,https://mediabiasfactcheck.com/africa-news/,Africa News,least_biased,high,None
agerpres.ro,https://mediabiasfactcheck.com/agerpres/,Agerpres,least_biased,high,None
airwars.org,https://mediabiasfactcheck.com/airwars/,Airwars,least_biased,high,None
english.alarabiya.net,https://mediabiasfactcheck.com/al-arabiya/,Al Arabiya,least_biased,high,None
albawaba.com,https://mediabiasfactcheck.com/al-bawaba/,Al Bawaba,least_biased,high,None
eng.majalla.com,https://mediabiasfactcheck.com/al-majalla/,Al Majalla,least_biased,high,None
alreporter.com,https://mediabiasfactcheck.com/alabama-political-reporter/,Alabama Political Reporter,least_biased,high,USA
altoday.com,https://mediabiasfactcheck.com/alabama-today/,Alabama Today,least_biased,high,None
democratherald.com,https://mediabiasfactcheck.com/albany-democrat-herald/,Albany Democrat Herald,least_biased,high,USA
securingdemocracy.gmfus.org,https://mediabiasfactcheck.com/alliance-securing-democracy/,Alliance for Securing Democracy,least_biased,high,None
azcapitoltimes.com,https://mediabiasfactcheck.com/arizona-capitol-times/,Arizona Capitol Times,least_biased,high,USA
bangkokpost.com,https://mediabiasfactcheck.com/the-bangkok-post/,The Bangkok Post,least_biased,high,None
baxterbulletin.com,https://mediabiasfactcheck.com/the-baxter-bulletin/,The Baxter Bulletin,least_biased,high,USA
en.bbarta24.net,https://mediabiasfactcheck.com/bbarta24/,Bbarta24,least_biased,high,None
belfercenter.org,https://mediabiasfactcheck.com/the-belfer-center-for-science-and-international-affairs/,The Belfer Center for Science and International Affairs,least_biased,high,None
bellingcat.com,https://mediabiasfactcheck.com/bellingcat/,Bellingcat,least_biased,high,None
bnonews.com,https://mediabiasfactcheck.com/bno-news/,BNO News,least_biased,high,None
bridgemi.com,https://mediabiasfactcheck.com/bridge-magazine/,Bridge Magazine,least_biased,high,None
business2community.com,https://mediabiasfactcheck.com/business-2-community/,Business 2 Community,least_biased,high,None
cpac.ca,https://mediabiasfactcheck.com/canadian-public-affairs-channel-cpac/,Canadian Public Affairs Channel (CPAC),least_biased,high,Canada
castanet.net,https://mediabiasfactcheck.com/castanet/,Castanet,least_biased,high,None
cnas.org,https://mediabiasfactcheck.com/center-for-a-new-american-security/,Center for a New American Security,least_biased,high,None
cdt.org,https://mediabiasfactcheck.com/center-democracy-technology/,Center for Democracy and Technology,least_biased,high,None
consumerist.com,https://mediabiasfactcheck.com/consumerist/,Consumerist,least_biased,high,None
cookpolitical.com,https://mediabiasfactcheck.com/cook-political-report/,Cook Political Report,least_biased,high,None
cp24.com,https://mediabiasfactcheck.com/cp24/,CP24,least_biased,high,Canada
crimeola.com,https://mediabiasfactcheck.com/crimeola/,Crimeola,least_biased,high,None
law.com,https://mediabiasfactcheck.com/daily-business-review/,Daily Business Review,least_biased,high,None
dailyrecord.com,https://mediabiasfactcheck.com/daily-record/,Daily Record,least_biased,high,None
defenseone.com,https://mediabiasfactcheck.com/defense-one/,Defense One,least_biased,high,None
digitaljournal.com,https://mediabiasfactcheck.com/digital-journal/,Digital Journal,least_biased,high,Canada
doctorswithoutborders.org,https://mediabiasfactcheck.com/doctors-without-borders/,Doctors Without Borders,least_biased,high,None
dpa-international.com,https://mediabiasfactcheck.com/dpa-german-press-agency/,DPA German Press Agency,least_biased,high,None
eagletribune.com,https://mediabiasfactcheck.com/eagle-tribune/,Eagle Tribune,least_biased,high,None
earth.columbia.edu,https://mediabiasfactcheck.com/earth-institute/,Earth Institute,least_biased,high,None
ejinsight.com,https://mediabiasfactcheck.com/ej-insight-eji/,EJ Insight (EJI),least_biased,high,None
goerie.com,https://mediabiasfactcheck.com/erie-times-news/,Erie Times-News,least_biased,high,USA
news.err.ee,https://mediabiasfactcheck.com/err-news-estonia-public-broadcasting/,ERR News (Estonia Public Broadcasting),least_biased,high,Estonia
eurasiagroup.net,https://mediabiasfactcheck.com/eurasia-group/,Eurasia Group,least_biased,high,None
eurasiareview.com,https://mediabiasfactcheck.com/eurasia-review/,Eurasia Review,least_biased,high,None
factwire.org,https://mediabiasfactcheck.com/factwire-news-agency/,Factwire News Agency,least_biased,high,Hong Kong
fairobserver.com,https://mediabiasfactcheck.com/fair-observer/,Fair Observer,least_biased,high,None
federalnewsradio.com,https://mediabiasfactcheck.com/federal-news-radio/,Federal News Radio,least_biased,high,USA
federaltimes.com,https://mediabiasfactcheck.com/federal-times/,Federal Times,least_biased,high,None
financialexpress.com,https://mediabiasfactcheck.com/financial-express/,Financial Express,least_biased,high,None
firstdraftnews.org,https://mediabiasfactcheck.com/first-draft-news/,First Draft News,least_biased,high,USA
freewheelus.com,https://mediabiasfactcheck.com/free-wheel-media/,Free Wheel Media,least_biased,high,None
gbtimes.com,https://mediabiasfactcheck.com/gbtimes/,GBTimes,least_biased,high,China
globalintegrity.org,https://mediabiasfactcheck.com/global-integrity/,Global Integrity,least_biased,high,None
goodnewsnetwork.org,https://mediabiasfactcheck.com/goodnewsnetwork/,GoodNewsNetwork,least_biased,high,None
gao.gov,https://mediabiasfactcheck.com/us-government-accountability-office-gao/,US Government Accountability Office (GAO),least_biased,high,None
govexec.com,https://mediabiasfactcheck.com/government-executive/,Government Executive,least_biased,high,None
greenbaypressgazette.com,https://mediabiasfactcheck.com/green-bay-press-gazette/,Green Bay Press-Gazette,least_biased,high,USA
greenvilleonline.com,https://mediabiasfactcheck.com/greenville-news/,Greenville News,least_biased,high,USA
news.harvard.edu,https://mediabiasfactcheck.com/harvard-gazette/,Harvard Gazette,least_biased,high,None
harvardpolitics.com,https://mediabiasfactcheck.com/harvard-political-review/,Harvard Political Review,least_biased,high,None
hastingstribune.com,https://mediabiasfactcheck.com/hastings-tribune/,Hastings Tribune,least_biased,high,USA
healthcarefinancenews.com,https://mediabiasfactcheck.com/healthcare-finance-news/,Healthcare Finance News,least_biased,high,None
herald-review.com,https://mediabiasfactcheck.com/herald-review-illinois/,Herald & Review (Illinois),least_biased,high,USA
homelandsecuritynewswire.com,https://mediabiasfactcheck.com/homeland-security-news-wire/,Homeland Security News Wire,least_biased,high,USA
helenair.com,https://mediabiasfactcheck.com/independent-record-montana/,Independent Record (Montana),least_biased,high,USA
ivn.us,https://mediabiasfactcheck.com/independent-voter-network-ivn/,Independent Voter Network (IVN),least_biased,high,None
indiatoday.intoday.in,https://mediabiasfactcheck.com/india-today/,India Today,least_biased,high,India
iwpr.org,https://mediabiasfactcheck.com/institute-for-womens-policy-research-iwpr/,Institute for Women’s Policy Research (IWPR),least_biased,high,None
iea.org,https://mediabiasfactcheck.com/international-energy-agency-iea/,International Energy Agency (IEA),least_biased,high,None
rescue.org,https://mediabiasfactcheck.com/international-rescue-committee-irc/,International Rescue Committee (IRC),least_biased,high,None
jacksonsun.com,https://mediabiasfactcheck.com/jackson-sun/,Jackson Sun,least_biased,high,USA
janes.com,https://mediabiasfactcheck.com/ihs-janes-360/,IHS Janes 360,least_biased,high,None
justsecurity.org,https://mediabiasfactcheck.com/just-security/,Just Security,least_biased,high,None
knowyourmeme.com,https://mediabiasfactcheck.com/know-your-meme/,Know Your Meme,least_biased,high,None
knoxnews.com,https://mediabiasfactcheck.com/knoxville-news-sentinel/,Knoxville News Sentinel,least_biased,high,USA
limacharlienews.com,https://mediabiasfactcheck.com/lima-charlie-news/,Lima Charlie News,least_biased,high,None
journalstar.com,https://mediabiasfactcheck.com/lincoln-journal-star/,Lincoln Journal Star,least_biased,high,USA
listverse.com,https://mediabiasfactcheck.com/listverse/,ListVerse,least_biased,high,None
lompocrecord.com,https://mediabiasfactcheck.com/lompoc-record/,Lompoc Record,least_biased,high,USA
news-journal.com,https://mediabiasfactcheck.com/longview-news-journal/,Longview News-Journal,least_biased,high,USA
makeuseof.com,https://mediabiasfactcheck.com/makeuseof/,MakeUseOf,least_biased,high,USA
mediashift.org,https://mediabiasfactcheck.com/mediashift/,MediaShift,least_biased,high,None
en.mercopress.com,https://mediabiasfactcheck.com/mercopress/,MercoPress,least_biased,high,None
merionwest.com,https://mediabiasfactcheck.com/merion-west/,Merion West,least_biased,high,None
metabunk.org,https://mediabiasfactcheck.com/metabunk/,Metabunk,least_biased,high,None
military.com,https://mediabiasfactcheck.com/military-com/,Military.com,least_biased,high,None
missoulian.com,https://mediabiasfactcheck.com/missoulian/,Missoulian,least_biased,high,USA
mlive.com,https://mediabiasfactcheck.com/mlive-michigan-booth-newspapers/,MLive (Michigan – Booth Newspapers),least_biased,high,None
mtstandard.com,https://mediabiasfactcheck.com/montana-standard/,Montana Standard,least_biased,high,USA
napavalleyregister.com,https://mediabiasfactcheck.com/napa-valley-register/,Napa Valley Register,least_biased,high,USA
nber.org,https://mediabiasfactcheck.com/national-bureau-of-economic-research-nber/,National Bureau of Economic Research (NBER),least_biased,high,None
followthemoney.org,https://mediabiasfactcheck.com/national-institute-money-state-politics/,National Institute on Money in State Politics,least_biased,high,None
nationaljournal.com,https://mediabiasfactcheck.com/national-journal/,National Journal,least_biased,high,None
newamerica.org,https://mediabiasfactcheck.com/new-america/,New America,least_biased,high,None
newbernsj.com,https://mediabiasfactcheck.com/new-bern-sun-journal/,New Bern Sun Journal,least_biased,high,None
newslookup.com,https://mediabiasfactcheck.com/news-lookup/,News Lookup,least_biased,high,None
news24.com,https://mediabiasfactcheck.com/news24-south-africa/,News24 (South Africa),least_biased,high,South Africa
newsela.com,https://mediabiasfactcheck.com/newsela/,Newsela,least_biased,high,None
nextgov.com,https://mediabiasfactcheck.com/nextgov/,NextGov,least_biased,high,None
www3.nhk.or.jp,https://mediabiasfactcheck.com/nhk-world/,NHK World,least_biased,high,None
niskanencenter.org,https://mediabiasfactcheck.com/niskanen-center/,Niskanen Center,least_biased,high,None
nknews.org,https://mediabiasfactcheck.com/nk-news/,NK News,least_biased,high,None
nolabels.org,https://mediabiasfactcheck.com/no-labels/,No Labels,least_biased,high,None
noozhawk.com,https://mediabiasfactcheck.com/noozhawk/,Noozhawk,least_biased,high,None
nwitimes.com,https://mediabiasfactcheck.com/northwest-indiana-times/,Northwest Indiana Times,least_biased,high,USA
novinite.com,https://mediabiasfactcheck.com/novinite/,Novinite,least_biased,high,None
openthegovernment.org,https://mediabiasfactcheck.com/open-the-government/,Open the Government,least_biased,high,None
parallax.news,https://mediabiasfactcheck.com/parallax-news-pxw/,Parallax News (PXW),least_biased,high,None
pnj.com,https://mediabiasfactcheck.com/pensacola-news-journal/,Pensacola News Journal,least_biased,high,USA
pgpf.org,https://mediabiasfactcheck.com/peterson-foundation/,Peterson Foundation,least_biased,high,None
piie.com,https://mediabiasfactcheck.com/peterson-institute-for-international-economics/,Peterson Institute for International Economics,least_biased,high,None
poconorecord.com,https://mediabiasfactcheck.com/pocono-record/,Pocono Record,least_biased,high,USA
mavenroundtable.io,https://mediabiasfactcheck.com/political-storm/,Political Storm,least_biased,high,None
prnewswire.mediaroom.com,https://mediabiasfactcheck.com/pr-newswire/,PR Newswire,least_biased,high,None
project-syndicate.org,https://mediabiasfactcheck.com/project-syndicate/,Project Syndicate,least_biased,high,None
rferl.org,https://mediabiasfactcheck.com/radio-free-europe-radio-liberty/,Radio Free Europe / Radio Liberty,least_biased,high,USA
rapidcityjournal.com,https://mediabiasfactcheck.com/rapid-city-journal/,Rapid City Journal,least_biased,high,USA
relevantmagazine.com,https://mediabiasfactcheck.com/relevant-magazine/,None,least_biased,high,None
rsf.org,https://mediabiasfactcheck.com/reporters-without-borders/,Reporters Without Borders,least_biased,high,None
represent.us,https://mediabiasfactcheck.com/represent-us/,Represent.Us,least_biased,high,None
riverbender.com,https://mediabiasfactcheck.com/riverbender-com/,RiverBender.com,least_biased,high,None
rte.ie,https://mediabiasfactcheck.com/rte-radio-television-ireland/,RTE (Radio Television of Ireland),least_biased,high,Ireland
russialies.com,https://mediabiasfactcheck.com/russian-media-monitor/,Russian Media Monitor,least_biased,high,None
sayfiereview.com,https://mediabiasfactcheck.com/sayfie-review/,Sayfie Review,least_biased,high,None
scoopnest.com,https://mediabiasfactcheck.com/scoopnest/,Scoopnest,least_biased,high,None
scotusblog.com,https://mediabiasfactcheck.com/scotusblog/,SCOTUSblog,least_biased,high,None
shareably.net,https://mediabiasfactcheck.com/shareably/,Shareably,least_biased,high,None
shorensteincenter.org,https://mediabiasfactcheck.com/shorenstein-center/,Shorenstein Center,least_biased,high,USA
simplepolitics.co.uk,https://mediabiasfactcheck.com/simple-politics/,Simple Politics,least_biased,high,None
siouxcityjournal.com,https://mediabiasfactcheck.com/sioux-city-journal/,Sioux City Journal,least_biased,high,USA
ny1.com,https://mediabiasfactcheck.com/spectrum-news-ny1/,Spectrum News – NY1,least_biased,high,USA
sctimes.com,https://mediabiasfactcheck.com/st-cloud-times/,St. Cloud Times,least_biased,high,None
stripes.com,https://mediabiasfactcheck.com/stars-and-stripes/,Stars and Stripes,least_biased,high,None
statnews.com,https://mediabiasfactcheck.com/stat-news/,Stat (News),least_biased,high,None
stimson.org,https://mediabiasfactcheck.com/stimson-center/,Stimson Center,least_biased,high,None
stocknewsusa.com,https://mediabiasfactcheck.com/stock-news-usa/,Stock News USA,least_biased,high,None
strategypage.com,https://mediabiasfactcheck.com/strategypage/,StrategyPage,least_biased,high,None
stratfor.com,https://mediabiasfactcheck.com/stratfor/,Stratfor,least_biased,high,None
taipeitimes.com,https://mediabiasfactcheck.com/taipei-times/,Taipei Times,least_biased,high,None
taiwannews.com.tw,https://mediabiasfactcheck.com/taiwan-news/,Taiwan News,least_biased,high,Taiwan
telegram.com,https://mediabiasfactcheck.com/telegram-gazette/,Telegram & Gazette,least_biased,high,USA
texasstandard.org,https://mediabiasfactcheck.com/texas-standard/,Texas Standard,least_biased,high,None
thatsnonsense.com,https://mediabiasfactcheck.com/thats-nonsense/,That’s Nonsense,least_biased,high,None
afr.com,https://mediabiasfactcheck.com/the-australian-financial-review/,The Australian Financial Review,least_biased,high,None
thebureauinvestigates.com,https://mediabiasfactcheck.com/the-bureau-of-investigative-journalism/,The Bureau of Investigative Journalism,least_biased,high,None
thecanadianpress.com,https://mediabiasfactcheck.com/the-canadian-press/,The Canadian Press,least_biased,high,Canada
chinapost.com.tw,https://mediabiasfactcheck.com/the-china-post/,The China Post,least_biased,high,None
thecipherbrief.com,https://mediabiasfactcheck.com/the-cipher-brief/,The Cipher Brief,least_biased,high,None
dailygazette.com,https://mediabiasfactcheck.com/the-daily-gazette/,The Daily Gazette,least_biased,high,USA
tdn.com,https://mediabiasfactcheck.com/the-daily-news-longview/,The Daily News (Longview),least_biased,high,USA
dailynorthwestern.com,https://mediabiasfactcheck.com/the-daily-northwestern/,The Daily Northwestern,least_biased,high,USA
dailyprogress.com,https://mediabiasfactcheck.com/the-daily-progress/,The Daily Progress,least_biased,high,USA
theday.com,https://mediabiasfactcheck.com/day-new-london/,The Day (New London),least_biased,high,USA
defconwarningsystem.com,https://mediabiasfactcheck.com/defcon-warning-system/,The Defcon Warning System,least_biased,high,None
fakenewscodex.com,https://mediabiasfactcheck.com/the-fake-news-codex/,The Fake News Codex,least_biased,high,None
news.hjnews.com,https://mediabiasfactcheck.com/the-herald-journal-utah/,The Herald Journal (Utah),least_biased,high,USA
